gene_id	median_tl_by_palseq	tag_count
chr11-118	29	174
chr11-422	45	49
chr11-439	72	45
chr11-1054	15	11
chr11-753	19	19
chr11-903	47	15
chr11-491	33	40
chr11-941	30	13
chr11-754	16	19
chr11-692	34.5	22
chr11-218	26	100
chr11-1130	90	10
chr11-472	65	43
chr11-755	44	19
chr11-1131	120	11
chr11-904	43	15
chr11-1055	29	11
chr11-473	34	43
chr11-776	41.5	18
chr11-716	16	21
chr11-777	33	18
chr11-942	17	13
chr11-71	31.5	280
chr11-863	51	15
chr11-756	42	19
chr11-107	61	197
chr11-993	43.5	12
chr11-271	52	79
chr11-757	34	19
chr11-758	60	19
chr11-137	36	158
chr11-230	52.5	94
chr11-805	27	17
chr11-864	52	15
chr11-329	51	63
chr11-994	22	12
chr11-410	26.5	50
chr11-683	64	23
chr11-1056	35	11
chr11-332	37	62
chr11-759	63	19
chr11-351	49	59
chr11-587	32.5	30
chr11-1134	20	10
chr11-905	14	14
chr11-995	34.5	12
chr11-906	42.5	14
chr11-1135	25	10
chr11-56	39	317
chr11-291	34	74
chr11-778	30	18
chr11-943	47	13
chr11-440	35	44
chr11-324	58.5	64
chr11-339	35	60
chr11-996	14	12
chr11-1322	31.5	10
chr11-512	46	37
chr11-717	36	21
chr11-340	39.5	60
chr11-50	25	341
chr11-1057	25	11
chr11-188	49.5	114
chr11-842	26.5	16
chr11-779	37	15
chr11-1136	37.5	10
chr11-429	33	29
chr11-806	48	31
chr11-352	39	59
chr11-997	51	12
chr11-944	23	13
chr11-1137	44	13
chr11-55	35	323
chr11-295	32	73
chr11-578	31	31
chr11-945	50	13
chr11-81	41	247
chr11-221	39	99
chr11-946	54	13
chr11-181	36	120
chr11-167	61	129
chr11-546	33	33
chr11-411	51.5	50
chr11-308	28	69
chr11-668	21.5	24
chr11-630	100	27
chr11-1138	35	10
chr11-907	56.5	14
chr11-189	26	114
chr11-843	28	16
chr11-908	15	14
chr11-223	30.5	102
chr11-325	28	65
chr11-547	55	33
chr11-361	32.5	58
chr11-265	34	82
chr11-718	29	21
chr11-513	52	37
chr11-143	44	150
chr11-808	21	17
chr11-807	57	17
chr11-1139	45	10
chr11-684	35	23
chr11-693	23.5	18
chr11-1140	23	11
chr11-380	39	56
chr11-32	60	509
chr11-598	44	29
chr11-865	30	15
chr11-809	36	17
chr11-198	26	110
chr11-238	39.5	92
chr11-1631	17	11
chr11-1141	31	10
chr11-405	34	51
chr11-780	36.5	18
chr11-732	53	20
chr11-416	22	49
chr11-353	21	59
chr11-1142	92.5	10
chr11-1143	66	10
chr11-866	37	15
chr11-998	34.5	12
chr11-1144	22	10
chr11-448	60	44
chr11-326	47.5	64
chr11-947	18	13
chr11-579	15.5	26
chr11-909	36	15
chr11-810	26	17
chr11-146	46	149
chr11-296	25	73
chr11-406	38	51
chr11-580	19	31
chr11-1058	42	11
chr11-1059	40	11
chr11-781	32.5	18
chr11-1060	18	11
chr11-80	46	249
chr11-615	45.5	28
chr11-782	44	15
chr11-514	31	35
chr11-395	16	53
chr11-948	35	13
chr11-867	24	15
chr11-694	33.5	22
chr11-669	44.5	24
chr11-695	26.5	20
chr11-949	67	13
chr11-1000	38	12
chr11-131	35	163
chr11-733	33	20
chr11-783	48	18
chr11-65	20	288
chr11-206	28	105
chr11-207	25	105
chr11-482	39	41
chr11-845	78	16
chr11-844	30.5	16
chr11-811	18	17
chr11-846	45	16
chr11-784	32	18
chr11-910	28.5	10
chr11-45	28	374
chr11-812	0	17
chr11-182	32	119
chr11-868	54	15
chr11-760	37	19
chr11-1062	33	11
chr11-1145	25	10
chr11-175	31	123
chr11-116	54	176
chr11-588	18	30
chr11-1063	12	11
chr11-581	32	31
chr11-869	36	15
chr11-696	16	22
chr11-1001	32.5	12
chr11-278	52.5	78
chr11-83	78	244
chr11-100	82.5	204
chr11-205	45	106
chr11-847	43	16
chr11-599	20	26
chr11-561	24.5	32
chr11-460	36	43
chr11-1146	41	10
chr11-1147	41	10
chr11-670	53	24
chr11-813	24	17
chr11-697	20	22
chr11-589	54	30
chr11-719	52	21
chr11-734	79	20
chr11-735	51	20
chr11-1002	36.5	12
chr11-1064	39	11
chr11-288	32	75
chr11-434	39	42
chr11-279	45	78
chr11-1065	23	11
chr11-262	36	83
chr11-115	43	184
chr11-761	113	19
chr11-528	37	35
chr11-327	38	89
chr11-950	36	13
chr11-28	72	580
chr11-870	19	15
chr11-762	33	19
chr11-381	40.5	56
chr11-177	14	121
chr11-435	35	46
chr11-1148	18	10
chr11-1149	31	10
chr11-171	35	126
chr11-1150	46.5	10
chr11-698	33	22
chr11-441	62	45
chr11-951	181	13
chr11-639	29	26
chr11-600	34	29
chr11-640	22	27
chr11-474	47	42
chr11-372	34	57
chr11-1066	98	11
chr11-785	42	18
chr11-1151	41.5	10
chr11-110	68	196
chr11-259	46.5	84
chr11-1067	60	11
chr11-590	54	30
chr11-529	48	35
chr11-1068	123	11
chr11-641	69	26
chr11-1152	26.5	10
chr11-952	32	13
chr11-1153	41	10
chr11-1003	42.5	12
chr11-631	32	27
chr11-654	48	25
chr11-763	18	18
chr11-1069	23	11
chr11-1004	30.5	12
chr11-1070	69	11
chr11-1005	37.5	12
chr11-736	48	19
chr11-871	124	15
chr11-872	39.5	22
chr11-233	53	93
chr11-176	38	122
chr11-483	37	41
chr11-1006	61.5	12
chr11-814	24	21
chr11-150	42	147
chr11-815	23	17
chr11-953	57	13
chr11-816	73	17
chr11-412	37	50
chr11-720	22	21
chr11-764	39	19
chr11-337	33	61
chr11-530	30	41
chr11-954	29	13
chr11-786	31.5	18
chr11-496	30	39
chr11-721	16	21
chr11-912	39	13
chr11-400	19.5	52
chr11-817	34	16
chr11-955	36	13
chr11-787	9.5	18
chr11-956	95	13
chr11-106	18	200
chr11-292	13	74
chr11-301	18	71
chr11-873	70	15
chr11-788	79.5	18
chr11-1071	69	11
chr11-601	21	29
chr11-39	24	432
chr11-874	35	15
chr11-1154	23	10
chr11-10	29	1172
chr11-449	36	44
chr11-671	23.5	24
chr11-1007	52	12
chr11-1155	31.5	10
chr11-655	31	25
chr11-765	41	19
chr11-1072	84	11
chr11-602	23	29
chr11-1156	56.5	10
chr11-43	40	384
chr11-1073	43	11
chr11-492	39.5	40
chr11-362	92	58
chr11-231	42	97
chr11-1008	26	12
chr11-373	56	57
chr11-642	25.5	20
chr11-699	69	22
chr11-539	31	38
chr11-1074	64	11
chr11-957	15	13
chr11-958	28	13
chr11-508	40.5	38
chr11-497	51	39
chr11-267	46	81
chr11-1157	49.5	10
chr11-136	28	156
chr11-66	43	280
chr11-1356	13	13
chr11-311	30.5	68
chr11-203	39	108
chr11-242	29.5	90
chr11-875	33	15
chr11-789	74	18
chr11-700	26	22
chr11-1158	15	11
chr11-1075	23	11
chr11-144	41.5	150
chr11-413	36	51
chr11-643	30.5	26
chr11-234	55	93
chr11-848	49	16
chr11-959	27.5	14
chr11-46	38.5	350
chr11-849	12	16
chr11-603	45	29
chr11-701	59.5	22
chr11-737	31	33
chr11-319	32	65
chr11-246	30	89
chr11-1009	29	12
chr11-850	27	16
chr11-790	44	18
chr11-562	63	32
chr11-1076	34	11
chr11-1159	18.5	10
chr11-960	34	13
chr11-126	34	167
chr11-484	20	42
chr11-417	59	37
chr11-685	64	22
chr11-450	44.5	44
chr11-818	62	17
chr11-5	29	1648
chr11-272	56	79
chr11-138	23	154
chr11-461	63	43
chr11-341	33	60
chr11-1160	38	10
chr11-285	30.5	76
chr11-396	30	53
chr11-644	66.5	24
chr11-268	32	81
chr11-540	56	34
chr11-876	41	15
chr11-451	35.5	44
chr11-656	26	25
chr11-877	32	15
chr11-722	41	23
chr11-22	36	661
chr11-320	161	65
chr11-522	33	37
chr11-283	40	77
chr11-961	51	13
chr11-878	132	15
chr11-151	25	148
chr11-208	40	104
chr11-18	39	785
chr11-962	95	13
chr11-103	48	194
chr11-515	24	38
chr11-563	34.5	32
chr11-616	26	31
chr11-104	49.5	200
chr11-385	36	55
chr11-123	49	171
chr11-604	50	29
chr11-516	1	38
chr11-423	150.5	48
chr11-791	27.5	18
chr11-313	82	67
chr11-564	33	32
chr11-303	39	70
chr11-430	34	47
chr11-1162	22.5	10
chr11-1010	31	12
chr11-232	25.5	82
chr11-879	33	15
chr11-509	36	38
chr11-913	31	14
chr11-1163	29	10
chr11-963	127	13
chr11-1164	42.5	10
chr11-165	43	131
chr11-723	20	21
chr11-54	54.5	336
chr11-548	28	35
chr11-382	30	59
chr11-389	31	37
chr11-139	29	154
chr11-140	58	154
chr11-75	23	272
chr11-147	43.5	148
chr11-38	34	426
chr11-792	36.5	18
chr11-59	43	313
chr11-738	78	20
chr11-531	31	35
chr11-120	27	174
chr11-532	38	35
chr11-632	21	27
chr11-57	39	316
chr11-1165	43.5	10
chr11-383	34	56
chr11-485	43	41
chr11-914	64	14
chr11-212	36	107
chr11-186	112	111
chr11-657	38	25
chr11-645	25	26
chr11-1	28	9458
chr11-199	16	110
chr11-31	31	526
chr11-1166	60.5	10
chr11-6	52	1494
chr11-88	106.5	228
chr11-247	56	89
chr11-418	29	49
chr11-565	24.5	32
chr11-916	52	14
chr11-263	198	83
chr11-1078	15.5	10
chr11-280	52	78
chr11-281	32.5	78
chr11-63	35	264
chr11-190	57	114
chr11-475	40	42
chr11-658	42.5	28
chr11-95	60	212
chr11-1011	44.5	12
chr11-87	20	230
chr11-917	41	14
chr11-566	52	32
chr11-374	51	57
chr11-108	41	198
chr11-617	99.5	28
chr11-11	30	1155
chr11-452	23	44
chr11-436	35	47
chr11-517	37	37
chr11-21	34	672
chr11-820	42	17
chr11-672	20	29
chr11-414	28	50
chr11-964	49	13
chr11-424	26	48
chr11-918	41	14
chr11-1012	145	12
chr11-1013	76.5	12
chr11-266	33	82
chr11-355	121	59
chr11-191	27	114
chr11-112	52	190
chr11-401	41	52
chr11-533	35	35
chr11-534	35	35
chr11-67	32	272
chr11-591	36.5	30
chr11-1014	39.5	12
chr11-309	61	69
chr11-702	24.5	22
chr11-397	105	53
chr11-314	32	67
chr11-606	28.5	30
chr11-132	33	162
chr11-431	174	47
chr11-1015	17.5	12
chr11-724	14	21
chr11-633	77	27
chr11-390	34	56
chr11-122	80	172
chr11-592	38	30
chr11-965	52	13
chr11-127	35	161
chr11-966	19	13
chr11-273	63	98
chr11-402	111.5	52
chr11-967	34	13
chr11-19	27	748
chr11-274	57	79
chr11-407	37	51
chr11-493	102	40
chr11-89	45	225
chr11-248	92	88
chr11-1016	20.5	12
chr11-16	30	890
chr11-968	18	13
chr11-1167	32.5	10
chr11-289	133	74
chr11-442	19	45
chr11-821	34	17
chr11-343	33.5	62
chr11-98	46	209
chr11-8	53	1265
chr11-462	202	43
chr11-1080	28	11
chr11-1017	23	12
chr11-68	31	282
chr11-582	17	31
chr11-567	27	31
chr11-148	25	149
chr11-82	43	246
chr11-1168	23.5	10
chr11-135	19	157
chr11-634	23	27
chr11-453	40	44
chr11-646	27.5	26
chr11-535	70	35
chr11-183	43.5	118
chr11-158	25	142
chr11-1018	30	12
chr11-297	68	72
chr11-312	21	68
chr11-178	33	121
chr11-1169	35	10
chr11-124	22	170
chr11-253	172	86
chr11-739	51.5	20
chr11-290	97	77
chr11-12	47	1137
chr11-536	29	35
chr11-159	31	139
chr11-822	40	17
chr11-26	45.5	606
chr11-793	44.5	18
chr11-109	43	197
chr11-618	30	29
chr11-185	27	116
chr11-200	43	111
chr11-425	35.5	48
chr11-356	56	59
chr11-703	25	22
chr11-179	32	121
chr11-498	45	39
chr11-7	18	1376
chr11-84	40	221
chr11-333	35	52
chr11-304	31	70
chr11-920	27	14
chr11-921	16	12
chr11-36	19	473
chr11-44	26	381
chr11-549	29	36
chr11-51	76	339
chr11-437	23.5	46
chr11-42	35	393
chr11-463	75	43
chr11-316	38	66
chr11-619	193.5	28
chr11-235	52	93
chr11-49	25	346
chr11-121	24	173
chr11-499	34	39
chr11-1518	41	14
chr11-187	38	115
chr11-851	82	16
chr11-269	26	81
chr11-96	33	209
chr11-305	42.5	70
chr11-76	36	262
chr11-302	36	71
chr11-344	47	63
chr11-1170	49.5	10
chr11-852	39	16
chr11-620	50	28
chr11-282	26	78
chr11-922	27	14
chr11-330	15	62
chr11-1019	103	12
chr11-386	29	55
chr11-219	47	100
chr11-113	34	190
chr11-37	39	451
chr11-550	42	33
chr11-4	35	2331
chr11-1171	178.5	10
chr11-240	48	91
chr11-1081	31	11
chr11-227	35.5	96
chr11-704	42.5	22
chr11-794	33	18
chr11-705	42.5	22
chr11-767	36	19
chr11-1082	20	21
chr11-795	29	23
chr11-796	28	18
chr11-166	34	131
chr11-254	36.5	86
chr11-180	36	118
chr11-476	12	42
chr11-740	16	20
chr11-477	42	42
chr11-1172	29	10
chr11-164	21	105
chr11-1020	60.5	12
chr11-1021	64	10
chr11-880	43	15
chr11-970	39	13
chr11-518	67	37
chr11-647	38	26
chr11-1084	63	11
chr11-1022	15	12
chr11-494	32.5	40
chr11-142	30.5	152
chr11-542	37	34
chr11-1085	40	11
chr11-256	24.5	86
chr11-568	87	32
chr11-1174	23	10
chr11-364	19	58
chr11-1023	39	12
chr11-648	30.5	26
chr11-797	17	18
chr11-77	32	264
chr11-1175	14.5	10
chr11-607	50	29
chr11-64	40	281
chr11-706	29.5	22
chr11-270	19	80
chr11-35	51	468
chr11-438	28	46
chr11-1086	49	11
chr11-170	22.5	128
chr11-686	22	23
chr11-768	30.5	10
chr11-649	55	26
chr11-1024	32	14
chr11-1176	25.5	10
chr11-569	50	33
chr11-510	25.5	38
chr11-881	40	15
chr11-192	45	114
chr11-923	27	14
chr11-608	51	29
chr11-971	110	13
chr11-500	121	39
chr11-48	25.5	362
chr11-1177	54	10
chr11-659	31	27
chr11-853	26	16
chr11-184	49	117
chr11-924	39.5	14
chr11-1178	36	10
chr11-365	49	58
chr11-523	32	36
chr11-972	37	13
chr11-264	73	83
chr11-543	41	34
chr11-519	16	37
chr11-284	25	77
chr11-882	36	15
chr11-357	27	59
chr11-224	44	98
chr11-520	30	37
chr11-226	44.5	96
chr11-1179	23	11
chr11-823	37	17
chr11-501	35	39
chr11-62	37	288
chr11-883	33	15
chr11-74	79	272
chr11-925	35	14
chr11-884	28	15
chr11-885	37	15
chr11-741	39.5	20
chr11-375	30	57
chr11-275	16	79
chr11-90	17	225
chr11-854	28	19
chr11-23	44	642
chr11-161	26	82
chr11-1087	36	11
chr11-707	29.5	22
chr11-798	148.5	18
chr11-502	109	39
chr11-321	45	65
chr11-1180	31.5	10
chr11-583	21	31
chr11-366	34.5	58
chr11-1181	20	10
chr11-886	37.5	24
chr11-799	32	18
chr11-1934	177	10
chr11-1088	42	11
chr11-306	57	70
chr11-503	38	39
chr11-443	44	45
chr11-800	36	18
chr11-584	66	31
chr11-444	173	45
chr11-1182	154.5	10
chr11-92	36	221
chr11-635	32	27
chr11-338	31	61
chr11-215	55	101
chr11-687	53.5	24
chr11-61	70	295
chr11-636	60	31
chr11-331	39	63
chr11-1089	39	11
chr11-249	41.5	88
chr11-708	44.5	40
chr11-709	33.5	22
chr11-570	28.5	32
chr11-926	10.5	14
chr11-710	54	22
chr11-673	31.5	24
chr11-1090	47	11
chr11-725	22	21
chr11-1184	31.5	10
chr11-69	87	282
chr11-398	62	53
chr11-824	86	17
chr11-742	34.5	20
chr11-1026	34.5	12
chr11-201	39	114
chr11-621	44.5	28
chr11-1185	30	10
chr11-334	32.5	62
chr11-445	31	45
chr11-478	34	42
chr11-887	32	15
chr11-688	88	23
chr11-345	32	59
chr11-58	43	315
chr11-1186	38	10
chr11-927	32	14
chr11-193	29	113
chr11-287	58	83
chr11-1091	57	11
chr11-479	36.5	34
chr11-743	36.5	24
chr11-157	47	142
chr11-571	26	32
chr11-801	33.5	18
chr11-572	28.5	32
chr11-973	16	13
chr11-744	30	20
chr11-855	112	15
chr11-1187	26.5	10
chr11-856	62	16
chr11-637	46	27
chr11-622	38	28
chr11-1727	98.5	10
chr11-689	90	23
chr11-194	24	113
chr11-1027	38.5	12
chr11-102	28	202
chr11-1028	31	12
chr11-888	29	15
chr11-928	26	14
chr11-358	32	78
chr11-593	57.5	30
chr11-1029	44.5	12
chr11-1030	29	12
chr11-825	77	17
chr11-974	45	13
chr11-1092	32	11
chr11-1093	18	11
chr11-690	44	23
chr11-975	37	13
chr11-346	48	60
chr11-432	29	47
chr11-826	77	17
chr11-623	45.5	28
chr11-426	171.5	48
chr11-168	39	129
chr11-585	13	31
chr11-889	33	15
chr11-1188	37	10
chr11-335	29.5	62
chr11-1094	37	11
chr11-216	48	101
chr11-195	61	113
chr11-1189	41	10
chr11-573	63	32
chr11-196	130	111
chr11-976	67	14
chr11-225	17	97
chr11-376	33	57
chr11-890	33	15
chr11-1095	38	11
chr11-322	26	43
chr11-1190	54.5	10
chr11-745	95	20
chr11-674	34	24
chr11-153	29	146
chr11-827	149	17
chr11-1191	83.5	10
chr11-609	77	29
chr11-152	16	147
chr11-105	25	201
chr11-746	18.5	20
chr11-857	86	16
chr11-891	14	15
chr11-624	56	28
chr11-255	34	86
chr11-1031	62.5	12
chr11-650	34	26
chr11-1096	32	11
chr11-1032	18.5	10
chr11-675	16.5	24
chr11-260	27	84
chr11-495	49	59
chr11-408	17	50
chr11-1097	27	11
chr11-367	24	58
chr11-368	43	59
chr11-726	25	21
chr11-504	36	39
chr11-892	29	12
chr11-893	78	15
chr11-464	123	43
chr11-769	24	19
chr11-160	30.5	142
chr11-894	21	15
chr11-1193	27	10
chr11-505	15	39
chr11-747	31.5	20
chr11-409	35	51
chr11-828	37	17
chr11-711	29.5	22
chr11-1287	60.5	10
chr11-420	46	49
chr11-1194	39.5	10
chr11-1098	36	11
chr11-465	35	43
chr11-169	30	129
chr11-1033	58	12
chr11-929	53	13
chr11-145	54	150
chr11-551	34	33
chr11-1034	19.5	12
chr11-86	28	241
chr11-586	39	42
chr11-727	17	21
chr11-660	31	25
chr11-829	37	17
chr11-134	53	161
chr11-977	65	13
chr11-377	25	57
chr11-895	48	15
chr11-506	60	39
chr11-347	15	61
chr11-574	43.5	32
chr11-691	31	23
chr11-1099	38	11
chr11-213	48	74
chr11-1035	66.5	12
chr11-712	51.5	22
chr11-1100	41	13
chr11-552	43	33
chr11-125	33	170
chr11-1195	29	10
chr11-149	50	148
chr11-651	43	27
chr11-348	28.5	60
chr11-250	43	87
chr11-748	28	20
chr11-1196	24	10
chr11-575	26	29
chr11-930	21	14
chr11-610	32	21
chr11-553	18	33
chr11-931	45	15
chr11-1197	33	10
chr11-676	62	24
chr11-1198	81	10
chr11-214	30	102
chr11-830	20	18
chr11-537	38	37
chr11-932	33.5	14
chr11-1036	34.5	12
chr11-1101	120	11
chr11-1199	16.5	10
chr11-677	33	24
chr11-978	41	13
chr11-594	30.5	30
chr11-399	55	53
chr11-486	35	41
chr11-20	26	737
chr11-101	46	187
chr11-896	43	15
chr11-858	94	16
chr11-554	42	33
chr11-661	32	25
chr11-323	27	65
chr11-1200	30	10
chr11-1201	17	10
chr11-933	38	14
chr11-78	55	259
chr11-1037	47.5	12
chr11-1202	34	10
chr11-897	48	15
chr11-898	49	15
chr11-662	29	25
chr11-15	37	895
chr11-595	76.5	30
chr11-30	39	531
chr11-369	51.5	58
chr11-979	16	13
chr11-934	13	14
chr11-1203	44	10
chr11-596	35	37
chr11-1102	36	11
chr11-222	25	99
chr11-1204	0	16
chr11-980	21	13
chr11-663	17	25
chr11-2	17	3777
chr11-17	45	800
chr11-831	37	17
chr11-982	79	13
chr11-454	82	45
chr11-935	28	14
chr11-1205	48	11
chr11-1206	20.5	10
chr11-713	28	22
chr11-832	39	17
chr11-714	63.5	22
chr11-679	81	24
chr11-983	135	13
chr11-257	52	85
chr11-749	36	20
chr11-421	40	49
chr11-336	42	62
chr11-455	39.5	44
chr11-251	29	87
chr11-466	26	45
chr11-1104	45	11
chr11-524	38	36
chr11-384	45	56
chr11-901	37	15
chr11-664	29	25
chr11-525	24	36
chr11-261	10.5	86
chr11-378	43	71
chr11-984	35.5	10
chr11-79	71	219
chr11-360	35	59
chr11-241	28	91
chr11-456	37	45
chr11-415	28	50
chr11-457	24	44
chr11-1105	13	11
chr11-680	27	19
chr11-555	42	33
chr11-130	16	165
chr11-1039	43.5	12
chr11-298	13	39
chr11-1106	47	11
chr11-833	57	17
chr11-72	19	276
chr11-1040	35	12
chr11-239	30	92
chr11-1041	47.5	12
chr11-986	44	13
chr11-94	51.5	210
chr11-328	46.5	64
chr11-771	35	19
chr11-1042	32	12
chr11-310	46	76
chr11-458	56.5	44
chr11-162	56	135
chr11-576	36	32
chr11-750	46.5	22
chr11-1043	39.5	12
chr11-141	47	154
chr11-172	34	123
chr11-243	82	90
chr11-459	34.5	44
chr11-544	36.5	34
chr11-556	37	33
chr11-802	26	18
chr11-557	34	33
chr11-1107	34	11
chr11-197	33.5	114
chr11-433	42	47
chr11-652	59	27
chr11-1044	17	12
chr11-99	57	206
chr11-174	39	127
chr11-1209	63	10
chr11-210	54	103
chr11-772	35	19
chr11-859	98	16
chr11-129	18	166
chr11-987	34	13
chr11-558	30	33
chr11-611	38	29
chr11-834	35	17
chr11-638	49	27
chr11-467	66	43
chr11-597	62	30
chr11-14	29	915
chr11-446	34	45
chr11-379	43	59
chr11-1108	21	11
chr11-728	60	21
chr11-1210	32	10
chr11-507	27	39
chr11-559	26	33
chr11-1109	43	11
chr11-307	21	70
chr11-236	33	93
chr11-1110	58	11
chr11-1111	41	11
chr11-988	33	13
chr11-729	48	19
chr11-1112	85	11
chr11-293	56	74
chr11-111	29	193
chr11-803	55	18
chr11-665	20	25
chr11-25	42	613
chr11-625	61	28
chr11-751	21	20
chr11-1211	3.5	10
chr11-860	19	16
chr11-3	46	2871
chr11-244	30.5	90
chr11-1212	33.5	10
chr11-299	47.5	72
chr11-128	55	167
chr11-427	33	47
chr11-545	45.5	32
chr11-391	46	54
chr11-41	36	395
chr11-245	29.5	90
chr11-204	37	107
chr11-276	33	79
chr11-612	79	29
chr11-1213	28	10
chr11-317	43	67
chr11-1113	48.5	16
chr11-209	171.5	104
chr11-52	24	339
chr11-403	33.5	62
chr11-1045	60.5	12
chr11-258	44	85
chr11-511	60.5	38
chr11-133	40.5	162
chr11-937	38.5	14
chr11-989	16	13
chr11-577	36	32
chr11-27	37.5	604
chr11-1214	54.5	10
chr11-990	20	13
chr11-835	35	17
chr11-487	41	41
chr11-392	35	54
chr11-1114	69	11
chr11-991	27	13
chr11-836	39	17
chr11-404	66	52
chr11-53	35	337
chr11-47	23	369
chr11-294	30	83
chr11-300	35.5	74
chr11-804	50.5	18
chr11-119	33.5	180
chr11-29	29	569
chr11-626	85.5	28
chr11-1115	49	11
chr11-173	33	125
chr11-730	28	23
chr11-627	29	28
chr11-1216	40	10
chr11-837	21	17
chr11-1046	31.5	12
chr11-1116	22	11
chr11-1217	38	10
chr11-666	27	25
chr11-1047	33.5	12
chr11-613	22	29
chr11-681	40	24
chr11-154	29	145
chr11-114	40	187
chr11-1117	25	11
chr11-93	35	220
chr11-447	33	45
chr11-33	42	542
chr11-1048	27	12
chr11-560	34	33
chr11-628	116.5	28
chr11-217	153	102
chr11-9	18	1234
chr11-938	29.5	14
chr11-349	30	60
chr11-731	55	21
chr11-1049	43.5	12
chr11-1218	24	15
chr11-1118	30	11
chr11-521	41	37
chr11-1119	34	11
chr11-629	31	28
chr11-992	41	13
chr11-1120	41	11
chr11-117	40	176
chr11-488	53	41
chr11-228	30	95
chr11-526	32	36
chr11-13	34	1126
chr11-428	20.5	44
chr11-752	20.5	20
chr11-838	63	17
chr12-483	22	24
chr12-1017	31	10
chr12-1018	22.5	10
chr12-202	10	98
chr12-116	43	183
chr12-681	26	19
chr12-851	39	13
chr12-907	16	12
chr12-803	39.5	14
chr12-478	42	33
chr12-852	35	13
chr12-484	54.5	32
chr12-853	26	13
chr12-615	35	23
chr12-854	50	13
chr12-616	48	23
chr12-259	45	71
chr12-89	51	242
chr12-262	21	54
chr12-804	29.5	14
chr12-115	39	189
chr12-717	38	17
chr12-908	15.5	12
chr12-661	26	24
chr12-777	53	15
chr12-496	30	31
chr12-183	43.5	110
chr12-88	39	244
chr12-855	36.5	14
chr12-909	23.5	12
chr12-225	36	85
chr12-617	46	23
chr12-856	75	13
chr12-67	36	278
chr12-303	36	62
chr12-304	56.5	62
chr12-778	45	15
chr12-68	44	276
chr12-263	23	82
chr12-682	32	19
chr12-910	34	12
chr12-1019	149	10
chr12-573	32.5	26
chr12-279	36	69
chr12-779	31	15
chr12-96	76	224
chr12-523	38	33
chr12-957	17	11
chr12-857	32	13
chr12-805	32.5	14
chr12-341	32	53
chr12-750	33	16
chr12-662	41	20
chr12-858	32	13
chr12-425	67.5	40
chr12-212	24	92
chr12-958	59	11
chr12-79	38	259
chr12-556	33	26
chr12-911	14	12
chr12-250	30	75
chr12-346	18	52
chr12-92	36	237
chr12-235	32	81
chr12-38	39	406
chr12-74	35	270
chr12-806	28	14
chr12-436	35	39
chr12-594	41	28
chr12-636	39.5	22
chr12-912	32.5	12
chr12-650	73	21
chr12-538	145.5	28
chr12-400	22	45
chr12-913	25.5	12
chr12-135	28	157
chr12-105	53	205
chr12-683	17	19
chr12-97	36	225
chr12-557	41	27
chr12-194	75	101
chr12-347	71	52
chr12-44	32	357
chr12-663	108	20
chr12-751	51	16
chr12-216	24	89
chr12-1020	29	10
chr12-125	70	175
chr12-807	50.5	14
chr12-3	35	3937
chr12-808	24	14
chr12-335	42	55
chr12-1021	65.5	10
chr12-373	69	47
chr12-959	16	11
chr12-461	30	35
chr12-859	44	13
chr12-618	41	23
chr12-664	46	20
chr12-379	29	47
chr12-1022	26	10
chr12-1098	0	14
chr12-1023	26	11
chr12-718	24	19
chr12-719	32	18
chr12-960	28.5	14
chr12-200	28	131
chr12-961	39	11
chr12-350	23	51
chr12-213	17	91
chr12-558	68	27
chr12-256	50	74
chr12-602	13	24
chr12-860	26	13
chr12-574	17	27
chr12-915	33.5	10
chr12-401	29	43
chr12-440	38	38
chr12-780	11	15
chr12-441	46	38
chr12-497	29	31
chr12-462	26	35
chr12-575	31	26
chr12-163	30.5	126
chr12-809	52.5	14
chr12-54	36	321
chr12-524	49	29
chr12-177	54	113
chr12-576	42.5	26
chr12-384	40	45
chr12-700	34	18
chr12-165	32	123
chr12-752	25	16
chr12-1024	30	10
chr12-701	20.5	16
chr12-485	44	35
chr12-283	46	68
chr12-363	27	49
chr12-405	33	42
chr12-1025	61.5	10
chr12-861	9	13
chr12-247	23	76
chr12-702	38	18
chr12-962	44	10
chr12-509	32.5	30
chr12-468	42.5	34
chr12-299	41	63
chr12-11	32	922
chr12-159	34	130
chr12-963	36	11
chr12-1026	83.5	12
chr12-720	51	17
chr12-684	38	19
chr12-274	73.5	70
chr12-248	67	76
chr12-810	43.5	14
chr12-426	58.5	42
chr12-811	19.5	14
chr12-46	35	350
chr12-862	39	13
chr12-685	52	19
chr12-686	51	24
chr12-1027	56	10
chr12-812	69.5	14
chr12-813	15	14
chr12-316	32	58
chr12-863	105	13
chr12-539	35.5	28
chr12-864	19	13
chr12-559	22	53
chr12-916	7	12
chr12-214	23	91
chr12-964	31	11
chr12-170	56	119
chr12-781	55	15
chr12-865	36	13
chr12-406	19.5	42
chr12-814	39.5	14
chr12-866	23	13
chr12-651	42	21
chr12-965	27	11
chr12-652	23	21
chr12-65	42	283
chr12-160	18	129
chr12-966	24	11
chr12-867	38	13
chr12-540	33	28
chr12-1110	22	11
chr12-967	25	11
chr12-541	43	28
chr12-1028	56	10
chr12-1029	48.5	10
chr12-1030	63	10
chr12-486	27	32
chr12-637	119.5	22
chr12-427	37	40
chr12-2	14	4512
chr12-390	0	48
chr12-665	46	20
chr12-1031	34.5	10
chr12-868	83	13
