transcript	ss_distance_to_3end
chr9-1219__ENST00000377694.1__ENSG00000137142.4__IGFBPL1__IGFBPL1-001__after_last_exon__in_PolyA_DB	-1927
chr9-936__ENST00000377694.1__ENSG00000137142.4__IGFBPL1__IGFBPL1-001__after_last_exon__in_PolyA_DB	-227
chr9-40__ENST00000381890.9__ENSG00000106686.16__SPATA6L__SPATA6L-012__last_exon__in_PolyA_DB	-200
chr9-84__ENST00000468435.6__ENSG00000147854.16__UHRF2__UHRF2-001__last_exon__in_PolyA_DB	-1787,-1680,-1517,-1376,-1279,-1121,-1022
chr9-589__ENST00000478500.3__ENSG00000107242.17__PIP5K1B__PIP5K1B-002__last_exon__in_PolyA_DB	-1232,-1132,-1072,-848,-730
chr9-1001__ENST00000495399.1__ENSG00000204711.8__C9orf135__C9orf135-003__last_exon__in_PolyA_DB	-390,-271
chr9-267__ENST00000467786.1__ENSG00000127084.17__FGD3__FGD3-002__last_exon__in_PolyA_DB	-893
chr9-115__ENST00000375315.6__ENSG00000148120.15__C9orf3__C9orf3-201__last_exon__in_PolyA_DB	-478
chr9-658__ENST00000462523.5__ENSG00000136936.10__XPA__XPA-003__last_exon__in_PolyA_DB	-670
chr9-659__ENST00000462523.5__ENSG00000136936.10__XPA__XPA-003__last_exon__in_PolyA_DB	-207
chr9-590__ENST00000444472.5__ENSG00000165138.17__ANKS6__ANKS6-001__last_exon__in_PolyA_DB	-536
chr9-360__ENST00000238477.5__ENSG00000119523.9__ALG2__ALG2-001__last_exon__in_PolyA_DB	-1477
chrX-46__ENST00000415585.6__ENSG00000101811.13__CSTF2__CSTF2-201__after_last_exon__in_PolyA_DB	-222
chrX-267__ENST00000415585.6__ENSG00000101811.13__CSTF2__CSTF2-201__after_last_exon__uncertain__in_PolyA_DB	-812
chrX-150__ENST00000493905.6__ENSG00000102393.9__GLA__GLA-004__last_exon__in_PolyA_DB	-653,-491,-293
chrX-908__ENST00000495517.5__ENSG00000089682.16__RBM41__RBM41-003__last_exon__in_PolyA_DB	-571
chrX-168__ENST00000372246.7__ENSG00000101844.17__ATG4A__ATG4A-003__last_exon__in_PolyA_DB	-1548,-1476,-1377,-1275,-1202,-1122,-934,-855,-709,-652,-543
chrX-562__ENST00000372246.7__ENSG00000101844.17__ATG4A__ATG4A-003__last_exon__in_PolyA_DB	-1619,-1547,-1448,-1346,-1273,-1193,-1005,-926,-780,-723,-614
chrX-480__ENST00000372246.7__ENSG00000101844.17__ATG4A__ATG4A-003__last_exon__in_PolyA_DB	-2030,-1958,-1859,-1757,-1684,-1604,-1416,-1337,-1191,-1134,-1025
chrX-121__ENST00000245838.12__ENSG00000125676.19__THOC2__THOC2-201__last_exon__in_PolyA_DB	-770
chrX-307__ENST00000245838.12__ENSG00000125676.19__THOC2__THOC2-201__last_exon__in_PolyA_DB	-539
chrX-237__ENST00000245838.12__ENSG00000125676.19__THOC2__THOC2-201__last_exon__in_PolyA_DB	-385
chrX-454__ENST00000441692.5__ENSG00000125676.19__THOC2__THOC2-009__last_exon__in_PolyA_DB	-1874
chrX-15__ENST00000535724.5__ENSG00000156709.13__AIFM1__AIFM1-201__last_exon__in_PolyA_DB	-1065,-957,-868,-727,-584,-459,-262
chrX-182__ENST00000625464.2__ENSG00000156531.16__PHF6__PHF6-201__last_exon__in_PolyA_DB	-3130
chrX-782__ENST00000316077.13__ENSG00000129680.15__MAP7D3__MAP7D3-001__last_exon__in_PolyA_DB	-1680
chrX-413__ENST00000316077.13__ENSG00000129680.15__MAP7D3__MAP7D3-001__last_exon__in_PolyA_DB	-251
chrX-51__ENST00000568578.5__ENSG00000147274.14__RBMX__RBMX-008__other_exon__in_PolyA_DB	-1949,-1834,-1708
chrX-127__ENST00000568578.5__ENSG00000147274.14__RBMX__RBMX-008__other_exon__in_PolyA_DB	-1550,-1435,-1309
chrX-31__ENST00000568578.5__ENSG00000147274.14__RBMX__RBMX-008__other_exon__in_PolyA_DB	-1452,-1337,-1211
chrX-627__ENST00000535861.5__ENSG00000147394.18__ZNF185__ZNF185-205__last_exon__in_PolyA_DB	-190
chrX-221__ENST00000420627.5__ENSG00000196924.14__FLNA__FLNA-021__last_exon__in_PolyA_DB	-6242,-6128,-5984,-5860,-5699,-5608,-5438,-5320,-5057,-4459,-4285,-4122,-3961,-3790,-3666,-3509,-3319,-3295,-3047,-2951,-2848,-2707,-2578,-2404,-2242,-2038,-1885,-1762,-1495,-1357,-1241,-1108,-931,-712,-508
chrX-222__ENST00000615986.4__ENSG00000102125.15__TAZ__TAZ-005__last_exon__in_PolyA_DB	-1227,-1141,-1060,-1018,-955,-902,-824
chrX-795__ENST00000455205.5__ENSG00000071553.16__ATP6AP1__ATP6AP1-002__last_exon__in_PolyA_DB	-1749,-1674,-1480,-1439,-1353,-1114,-1066,-834
chrX-26__ENST00000620277.4__ENSG00000130826.16__DKC1__DKC1-201__last_exon__in_PolyA_DB	-928,-790
chrX-42__ENST00000620277.4__ENSG00000130826.16__DKC1__DKC1-201__last_exon__in_PolyA_DB	-1024,-886
chrX-630__ENST00000369462.5__ENSG00000185515.14__BRCC3__BRCC3-001__last_exon__in_PolyA_DB	-202
chrX-229__ENST00000443824.5__ENSG00000047230.14__CTPS2__CTPS2-201__last_exon__in_PolyA_DB	-227
chrX-717__ENST00000443824.5__ENSG00000047230.14__CTPS2__CTPS2-201__last_exon__in_PolyA_DB	-140
chrX-212__ENST00000359173.7__ENSG00000180815.14__MAP3K15__MAP3K15-004__last_exon__in_PolyA_DB	-3042,-2934,-2884,-2788,-2700,-2566,-2438,-2307,-2201,-2043,-1859,-1699,-1524,-1338,-1232,-1066,-953,-852,-775
chrX-466__ENST00000359173.7__ENSG00000180815.14__MAP3K15__MAP3K15-004__last_exon__in_PolyA_DB	-2559,-2451,-2401,-2305,-2217,-2083,-1955,-1824,-1718,-1560,-1376,-1216,-1041,-855,-749,-583,-470,-369,-292
chrX-440__ENST00000379651.7__ENSG00000184368.15__MAP7D2__MAP7D2-001__last_exon__in_PolyA_DB	-1532
chrX-48__ENST00000379226.8__ENSG00000184831.13__APOO__APOO-002__last_exon__in_PolyA_DB	-260
chrX-389__ENST00000378482.6__ENSG00000156298.12__TSPAN7__TSPAN7-001__after_last_exon__in_PolyA_DB	-980
chrX-856__ENST00000276055.3__ENSG00000147119.3__CHST7__CHST7-001__last_exon__in_PolyA_DB	-427
chrX-471__ENST00000019019.6__ENSG00000068438.14__FTSJ1__FTSJ1-002__last_exon__in_PolyA_DB	-564
chrX-65__ENST00000376759.7__ENSG00000102317.17__RBM3__RBM3-003__last_exon__in_PolyA_DB	-827
chrX-330__ENST00000466995.5__ENSG00000126768.12__TIMM17B__TIMM17B-003__last_exon__in_PolyA_DB	-759,-695,-369
chrX-547__ENST00000396743.7__ENSG00000068308.13__OTUD5__OTUD5-201__after_last_exon__in_PolyA_DB	-887
chrX-22__ENST00000493583.5__ENSG00000068323.16__TFE3__TFE3-004__last_exon__in_PolyA_DB	-2626,-2380,-2275,-2157,-2100,-2024,-1876
chrX-314__ENST00000375992.3__ENSG00000196368.4__NUDT11__NUDT11-001__last_exon__in_PolyA_DB	-1739
chrX-868__ENST00000375992.3__ENSG00000196368.4__NUDT11__NUDT11-001__last_exon__in_PolyA_DB	-221
chrX-302__ENST00000373379.5__ENSG00000094841.13__UPRT__UPRT-002__last_exon__in_PolyA_DB	-1196
chrX-882__ENST00000541184.1__ENSG00000102383.13__ZDHHC15__ZDHHC15-201__last_exon__in_PolyA_DB	-783
